,0,1,2,3,4,Cat
0,-13.050056321615086,12.286874627203508,8.420979936500743,-6.027373428518182,-5.963231817511143,2
1,-1.3449520336266718,10.789783047385036,6.4285434964456245,3.483165278430204,-7.293958971360419,0
2,-9.504041950600092,10.427375024620963,9.058122961160086,-4.0505092572334584,-7.6042281009290935,2
3,-3.5351282583239936,10.434504608926227,4.824836579330294,3.2333195611427468,-3.353752246544813,0
4,-2.16928048940104,-4.524262417783762,0.6857702465401955,-1.003026034059755,-2.9602834673764438,3
5,-7.49829461166979,-7.230701653883492,8.551205598449553,4.738061811064152,3.2948447421157887,1
6,3.7437094152020727,-9.465777227961775,-3.0285522532421645,-3.6772745665144138,-0.45541037489849395,4
7,-3.5774076203169667,-11.491991288907805,11.010954511002398,0.5608174284048686,1.6016120893946488,1
8,4.235394884200597,7.17350451806357,3.842602056197699,1.85144150899124,-9.717128108334077,0
9,-5.964756684418267,-8.699022427598253,9.290531528215633,2.9695550103193047,4.270152711798051,1
10,-8.507471673454848,-2.056190126119706,-3.030605225097323,0.9271707780751512,-6.814112974313973,3
11,5.3004354969294205,-8.508505436766521,-3.1959828144741422,-3.4134098713207592,-2.5457182902178137,4
12,-6.134418247656653,-4.175845432783662,1.4960836714860215,-3.467617068447677,-4.8767802517967365,3
13,-7.968858237016107,-6.920685176070451,-0.026341697138880682,-3.6119376426514633,-4.473490529498222,3
14,-11.592403561341419,9.957711742813304,1.1669431270890325,-6.670456340320476,-6.976933454501622,2
15,-6.738164761996456,-7.959673476429143,7.1065271383716775,1.0494347027594544,4.576648078492349,1
16,-8.780668996725339,7.215416168652946,5.014849937486646,-2.73367516151523,-5.559431695764143,2
17,4.397195895091919,-10.61210989083667,-4.9700927826881625,-5.132501890607795,-1.2340809586340924,4
18,-0.14976493365134844,7.217870249286965,6.309469674688957,2.566292452598673,-8.955286944182234,0
19,-4.819206664356561,-6.7412038314928,2.9885181057039314,-5.700855001239402,-7.682356028540488,3
20,-5.894736625675138,-8.660581744372523,4.432302970554538,0.3340264078286961,3.4750490826585727,1
21,-5.3113170237666765,-4.2313581209496425,2.108315128472131,-0.5938717195241436,-8.914860015008056,3
22,-2.3045022579534167,8.149067567102295,3.3215142313551453,1.9810442928035368,-5.924118992284216,0
23,-11.790813923778176,10.373543593086476,8.14358887923204,-6.334602402496564,-2.2533154386150427,2
24,1.604862157574536,-8.691787602894568,-4.185685092075574,-5.855572429118742,0.2508018094130311,4
25,-3.1581795387105367,8.602552694007311,1.7597959408605055,4.354624196168013,-4.280833562622295,0
26,-13.930041770344772,8.424768051154388,9.317744097736707,-3.7901230329743134,-5.702099541730124,2
27,-4.983348865437773,-4.144843179775292,0.8052018798357947,3.778754052222983,-6.389626105239204,3
28,6.951810624513008,-5.334446183825875,-5.837327186462313,-2.3433674792518846,-1.6036703658580054,4
29,0.4844205584992272,-7.134802320623287,-4.695479292658415,-2.845040025092894,-1.2366242498942517,4
30,-14.50180422781091,7.777185349281447,4.8397690484342935,-6.127028031555295,-6.459082410605062,2
31,-0.5548376214266038,9.098246257138367,4.365335202032469,1.7249049061774129,-5.398945555255795,0
32,0.2588338148126064,11.824696739954698,7.424530343211907,0.21188804688119345,-6.725837293982128,0
33,-10.227030129151268,8.504830101858552,5.697510120071232,-7.384215933011454,-7.481551642325702,2
34,-4.052759122039268,10.771633224580114,4.160689819840482,4.3919336253140004,-5.803707183767277,0
